,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,PVMMDS12 Index,PVMMDS23 Index,PVMMD2M3 Index,PVMMD3M4 Index,PVMMDBSP Index,DKI1 Comdty,DKI2 Comdty,DKI3 Comdty,DKI4 Comdty,QSA1 Comdty,QSA2 Comdty,QSA3 Comdty,QSA4 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,PVMPGEW1 Index,PVMPGDM1 Index,PVMPGDM2 Index,PVMPGDM3 Index,PVMPGDM4 Index,PVMPSO1M Index,PVMPSO2M Index,PVMPSO3M Index,PVMPSO4M Index,CUCNST Index,CUAPST Index,SKOVCRST Index,DARATOTL Index,DOESCRLS Index,DOEASCRD Index,DOESCRUD Index,DOESCROK Index,JPIVCRUD Index,CNIGCRST Index,DSCNST Index,RUSDDWI Index,DOESDL15 Index,SKOVDIST Index,CHCM159 Index,DSS4ST Index,EUO6CS27 Index,ESTAGEEU Index,EUO6CH27 Index,CHCM156 Index,PLJI1067 Index,PLJI1023 Index,ICCBBOIN Index,ICFUBOIN Index,ICFUBMTL Index,ICCBBMTL Index,ICCBBNRS Index,ICFUBMTD Index,ICCBBMTS Index,ICCBBNRN Index,ICFUBPTL Index,ICCBBPTL Index,ICCBBPTS Index,ICFUBSTL Index,ICCBBMTD Index,ICCBBNRL Index,ICCBBOTD Index,ICCBBOTL Index,ICCBBOTS Index,ICCBBSTD Index,ICCBBSTL Index,ICCBBSTS Index,ICCBBTTR Index,ICFUBMTS Index,ICFUBNRL Index,ICFUBNRN Index,ICFUBNRS Index,ICCBAMMN Index,ICFUAMMN Index,ICFUAMML Index,ICCBAMML Index,ICFUAPML Index,ICCBAORN Index,ICFUAMMS Index,ICCBAMMS Index,ICFUASWL Index,ICCBAOIN Index,ICFUAOIN Index,ICFUAPMN Index,ICFUAORN Index,ICFUASWN Index,ICFUASWD Index,ICCBANRN Index,ICCBAORL Index,ICFUAPMS Index,ICFUASWS Index,ICCBAPMN Index,ICCBASWN Index,ICFUAMMD Index,ICCBANRL Index,ICCBAORS Index,ICCBAPMS Index,CFCDQMMN Index,CFCDQMMS Index,CFCDQMML Index,CFCDQSWN Index,CFCDQPMN Index,CFCDPMMN Index,CFCDQPMS Index,CFCDQORN Index,CFCDQSWS Index,CFCDPSWN Index,CFCDQMMD Index,CFCDQPML Index,CFCDQORL Index,CFCDPMMS Index,CFCDPPMS Index,CFCDPMML Index,CFCDQSWL Index,CFCDPPMN Index,CFCDQMTL Index,CFCDQORS Index,CFCDPORL Index,CFCDPORS Index,CFCDQPTS Index,CFCDQSWD Index,CFCDPMMD Index,OISTCRDE Index,GBPUSD Curncy,EURUSD Curncy,JPYUSD Curncy
2018-06-07,77.11,76.91,76.72,76.51,0.17,0.27,0.18,0.28,3.5300000000000002,74.25,73.66,73.54,73.3,,,,,664.5,664.75,666.75,668.75,-8.25,14.87,15.1,15.29,15.39,88.32,88.4,88.32,88.14,26.12,,51699,59793.051,,-12633,405248,25718,12429779,7.4,6.11,,108789,11321,,5185.41,50333,-304,-1052,,,,3137944,2406887,121,121,50820,78,33,11309,110,114,144,46,87,62129,63,25,44,56,44,22,459,28,55824,10799,45025,151195,151117,154868,154946,532496,-100393,3751,3751,136345,1108692,1100765,-96318,-99571,37807,75683,7100,11440,628814,98538,-96896,38994,101571,33051,111833,631015,434189,17387,451576,-703864,-22543,22681,547977,268167,856998,-160671,700110,525434,319774,21065,190059,43746,153134,114213,103,51607,51958,32903,76,493642,64166,2481,1.3283,1.1746,0.009053
2018-09-07,78.07,77.85,77.66,77.44,0.22,0.31,0.22,0.3,3.45,75.08,74.73,74.54,74.26,,,,,671.75,672,674,676.25,-8.75,14.64,14.95,15.18,15.29,89.23,89.32,89.27,89.1,26.12,,51699,59793.051,,-12633,405248,25718,12429779,7.4,6.11,,108789,11321,,5185.41,50333,-304,-1052,,,,3137944,2406887,121,121,50820,78,33,11309,110,114,144,46,87,62129,63,25,44,56,44,22,459,28,55824,10799,45025,151195,151117,154868,154946,532496,-100393,3751,3751,136345,1108692,1100765,-96318,-99571,37807,75683,7100,11440,628814,98538,-96896,38994,101571,33051,111833,631015,434189,17387,451576,-703864,-22543,22681,547977,268167,856998,-160671,700110,525434,319774,21065,190059,43746,153134,114213,103,51607,51958,32903,76,493642,64166,2490,1.326,1.1751,0.009022
2018-10-07,78.86,78.62,78.4,78.14,0.26,0.36,0.25,0.34,3.4,75.73,75.62,75.36,75.02,,,,,677.75,678,679.75,682.25,-9.25,14.4,14.78,15.09,15.24,89.93,90.06,90.04,89.86,26.12,,51699,59793.051,,-12633,405248,25718,12429779,7.4,6.11,,108789,11321,,5185.41,50333,-304,-1052,,,,3162348,2399243,123,125,46839,79,35,16015,113,117,149,47,89,62854,66,32,41,58,46,20,468,32,57652,15610,42042,156452,156359,160005,160098,480383,-95962,3646,3646,132696,1038785,1030521,-99664,-95011,34995,73169,3363,12729,580047,97701,-100164,36311,83929,28521,108691,582304,433938,18750,452688,-706863,-17088,23780,579870,259242,856974,-157535,721815,562782,309606,20222,193438,44002,150111,105496,100,50364,54609,30934,74,499994,61341,2499,1.3276,1.1743999999999999,0.009009
2018-11-07,73.4,73.33,73.31,73.26,0.17,0.28,0.19,0.28,2.98,72.35,70.49,70.36,70.19,,,,,664.5,664.75,666.25,669,-9,14.52,14.85,15.14,15.25,88.19,88.33,88.35,88.18,26.12,,51699,59793.051,,-12633,405248,25718,12429779,7.4,6.11,,108789,11321,,5185.41,50333,-304,-1052,,,,3162348,2399243,123,125,46839,79,35,16015,113,117,149,47,89,62854,66,32,41,58,46,20,468,32,57652,15610,42042,156452,156359,160005,160098,480383,-95962,3646,3646,132696,1038785,1030521,-99664,-95011,34995,73169,3363,12729,580047,97701,-100164,36311,83929,28521,108691,582304,433938,18750,452688,-706863,-17088,23780,579870,259242,856974,-157535,721815,562782,309606,20222,193438,44002,150111,105496,100,50364,54609,30934,74,499994,61341,2514,1.3205,1.1674,0.008927
2018-12-07,74.45,74.44,74.46,74.44,0.12,0.22,0.11,0.2,2.55,73.22,71.89,71.77,71.6,,,,,664.5,641,643.25,646.25,-8.5,14.18,14.52,14.82,14.87,85.13,85.29,85.35,85.19,26.12,,51699,59793.051,,-12633,405248,25718,12429779,7.4,6.11,,108789,11321,,5185.41,50333,-304,-1052,,,,3162348,2399243,123,125,46839,79,35,16015,113,117,149,47,89,62854,66,32,41,58,46,20,468,32,57652,15610,42042,156452,156359,160005,160098,480383,-95962,3646,3646,132696,1038785,1030521,-99664,-95011,34995,73169,3363,12729,580047,97701,-100164,36311,83929,28521,108691,582304,433938,18750,452688,-706863,-17088,23780,579870,259242,856974,-157535,721815,562782,309606,20222,193438,44002,150111,105496,100,50364,54609,30934,74,499994,61341,2465,1.3206,1.1672,0.008886
2018-07-13,75.33,75.26,75.23,75.15,0.13,0.24,0.13,0.17,2.6,73.82,72.85,72.66,72.41,,,,,654.25,656.25,659.25,657.75,-8,13.98,14.24,14.46,14.46,86.91,87.06,87.12,86.95,26.12,,51699,56868.625,,5836,411084,24858,12429779,7.4,6.11,,109159,11321,,5185.41,50333,-304,-1052,,,,3162348,2399243,123,125,46839,79,35,16015,113,117,149,47,89,62854,66,32,41,58,46,20,468,32,57652,15610,42042,156452,156359,160005,160098,480383,-95962,3646,3646,132696,1038785,1030521,-99664,-95011,34995,73169,3363,12729,580047,97701,-100164,36311,83929,28521,108691,582304,433938,18750,452688,-706863,-17088,23780,579870,259242,856974,-157535,721815,562782,309606,20222,193438,44002,150111,105496,100,50364,54609,30934,74,499994,61341,2483,1.3222,1.1685,0.0089
2018-07-16,71.84,71.82,71.85,71.83,0.15,0.26,0.19,0.29,2.4,72,69.43,69.36,69.18,,,,,633.5,635.5,638.25,637,-7.25,14.13,14.34,14.6,14.68,84.26,84.36,84.38,84.23,26.12,,51699,56868.625,,5836,411084,24858,12429779,7.4,6.11,,109159,11321,,5185.41,50333,-304,-1052,,,,3162348,2399243,123,125,46839,79,35,16015,113,117,149,47,89,62854,66,32,41,58,46,20,468,32,57652,15610,42042,156452,156359,160005,160098,480383,-95962,3646,3646,132696,1038785,1030521,-99664,-95011,34995,73169,3363,12729,580047,97701,-100164,36311,83929,28521,108691,582304,433938,18750,452688,-706863,-17088,23780,579870,259242,856974,-157535,721815,562782,309606,20222,193438,44002,150111,105496,100,50364,54609,30934,74,499994,61341,2490,1.3235000000000001,1.1711,0.008905
2018-07-17,72.16,72.24,72.3,72.28,0.13,0.21,0.19,0.29,2.11,72.36,70.13,70.03,69.83,,,,,632.25,634,636.5,635,-7.25,13.88,14.12,14.34,14.35,84.06,84.17,84.18,84,26.12,,51699,56868.625,,5836,411084,24858,12429779,7.4,6.11,,109159,11321,,5185.41,50333,-304,-1052,,,,3067117,2362365,112,115,51329,84,41,12345,119,123,146,48,93,63674,64,33,36,59,47,19,459,42,57750,10863,46887,123064,123010,132944,132998,461157,-85067,9934,9934,143166,998353,991122,-90482,-84280,49748,78143,2113,11770,551639,93418,-90935,50825,77009,27058,96837,553488,401690,17353,419043,-693180,-24728,21960,565038,271590,841001,-147275,689516,540310,308981,18105,194023,40065,147821,89742,97,37391,53844,24649,74,451885,68103,2440,1.3115,1.1661,0.008859
2018-07-18,72.9,72.99,73.01,72.97,0.16,0.22,0.19,0.29,2.15,72.71,70.92,70.74,70.52,,,,,631,632.75,635,633.75,-7.5,14.07,14.26,14.41,14.36,83.91,84.01,84.03,83.87,26.12,,51699,56868.625,,5836,411084,24858,12429779,7.4,6.11,,109159,11321,,5185.41,50333,-304,-1052,,,,3067117,2362365,112,115,51329,84,41,12345,119,123,146,48,93,63674,64,33,36,59,47,19,459,42,57750,10863,46887,123064,123010,132944,132998,461157,-85067,9934,9934,143166,998353,991122,-90482,-84280,49748,78143,2113,11770,551639,93418,-90935,50825,77009,27058,96837,553488,401690,17353,419043,-693180,-24728,21960,565038,271590,841001,-147275,689516,540310,308981,18105,194023,40065,147821,89742,97,37391,53844,24649,74,451885,68103,2409,1.3069,1.1639,0.008862
2018-07-19,72.58,72.67,72.74,72.73,0.03,0.16,0.09,0.15,2.38,72.43,70.41,70.35,70.23,,,,,641.5,643,645.25,643.5,-7.5,14.3,14.47,14.62,14.57,85.25,85.32,85.31,85.13,26.12,,51699,56868.625,,5836,411084,24858,12429779,7.4,6.11,,109159,11321,,5185.41,50333,-304,-1052,,,,3067117,2362365,112,115,51329,84,41,12345,119,123,146,48,93,63674,64,33,36,59,47,19,459,42,57750,10863,46887,123064,123010,132944,132998,461157,-85067,9934,9934,143166,998353,991122,-90482,-84280,49748,78143,2113,11770,551639,93418,-90935,50825,77009,27058,96837,553488,401690,17353,419043,-693180,-24728,21960,565038,271590,841001,-147275,689516,540310,308981,18105,194023,40065,147821,89742,97,37391,53844,24649,74,451885,68103,2374,1.3014000000000001,1.1642000000000001,0.008891
2018-07-20,73.07,73.14,73.22,73.22,0.1,0.13,0.11,0.14,2.3,72.59,70.89,70.84,70.72,,,,,644.75,645.75,647.5,645.5,-6.75,14.68,14.78,14.89,14.84,85.77,85.73,85.64,85.44,26.12,,51699,60195.926,,-6147,404937,23731,12429779,7.4,6.11,,109181,11321,,5185.41,50333,-304,-1052,,,,3067117,2362365,112,115,51329,84,41,12345,119,123,146,48,93,63674,64,33,36,59,47,19,459,42,57750,10863,46887,123064,123010,132944,132998,461157,-85067,9934,9934,143166,998353,991122,-90482,-84280,49748,78143,2113,11770,551639,93418,-90935,50825,77009,27058,96837,553488,401690,17353,419043,-693180,-24728,21960,565038,271590,841001,-147275,689516,540310,308981,18105,194023,40065,147821,89742,97,37391,53844,24649,74,451885,68103,2379,1.3136,1.1724,0.008974
2018-07-23,73.06,73.38,73.58,73.67,0.04,0.11,0.11,0.14,2.2,72.66,71.16,71.21,71.14,,,,,650.75,652.5,655,653.25,-7.25,15.05,15.06,15.11,15.04,86.61,86.59,86.53,86.36,26.12,,51699,60195.926,,-6147,404937,23731,12429779,7.4,6.11,,109181,11321,,5185.41,50333,-304,-1052,,,,3067117,2362365,112,115,51329,84,41,12345,119,123,146,48,93,63674,64,33,36,59,47,19,459,42,57750,10863,46887,123064,123010,132944,132998,461157,-85067,9934,9934,143166,998353,991122,-90482,-84280,49748,78143,2113,11770,551639,93418,-90935,50825,77009,27058,96837,553488,401690,17353,419043,-693180,-24728,21960,565038,271590,841001,-147275,689516,540310,308981,18105,194023,40065,147821,89742,97,37391,53844,24649,74,451885,68103,2366,1.3101,1.1692,0.008981
2018-07-24,73.44,73.8,74.05,74.18,-0.11,0.01,0.11,0.14,1.75,72.82,71.57,71.7,71.7,,,,,655.75,657.5,659.75,657.75,-7,15.17,15.04,14.98,14.78,87.23,87.21,87.15,86.98,26.12,,51699,60195.926,,-6147,404937,23731,12429779,7.4,6.11,,109181,11321,,5185.41,50333,-304,-1052,,,,3090126,2355623,110,113,49624,82,43,9930,121,124,148,48,93,59554,68,34,36,57,45,20,458,44,53743,8647,45096,137464,137398,140632,140698,452563,-84737,3234,3234,143663,1006216,998400,-109223,-83897,52737,79903,3040,12148,561786,90926,-109722,53954,81145,28473,96885,563787,392147,19883,412030,-684825,-7933,20142,531566,256611,829458,-151233,667975,523633,291941,16342,187809,36484,144633,100626,96,35330,52644,27536,70,470844,68229,2361,1.3145,1.1687,0.008993
2018-07-25,73.93,74.41,74.7,74.86,-0.07,0.06,0.11,0.14,1.42,73.01,72.41,72.53,72.5,,,,,656.75,658.5,660.75,658.75,-7,15.14,15,15,14.86,87.45,87.37,87.28,87.1,26.12,,51699,60195.926,,-6147,404937,23731,12429779,7.4,6.11,,109181,11321,,5185.41,50333,-304,-1052,,,,3090126,2355623,110,113,49624,82,43,9930,121,124,148,48,93,59554,68,34,36,57,45,20,458,44,53743,8647,45096,137464,137398,140632,140698,452563,-84737,3234,3234,143663,1006216,998400,-109223,-83897,52737,79903,3040,12148,561786,90926,-109722,53954,81145,28473,96885,563787,392147,19883,412030,-684825,-7933,20142,531566,256611,829458,-151233,667975,523633,291941,16342,187809,36484,144633,100626,96,35330,52644,27536,70,470844,68229,2365,1.3189,1.1729,0.009012
2018-07-26,74.54,75.12,75.38,75.51,-0.13,0.11,0.11,0.14,1.1,73.14,73.31,73.41,73.29,,,,,663.75,665.25,667.5,665,-6.75,15.1,14.85,14.77,14.6,88.36,88.24,88.1,87.91,26.12,,51699,60195.926,,-6147,404937,23731,12429779,7.4,6.11,,109181,11321,,5185.41,50333,-304,-1052,,,,3090126,2355623,110,113,49624,82,43,9930,121,124,148,48,93,59554,68,34,36,57,45,20,458,44,53743,8647,45096,137464,137398,140632,140698,452563,-84737,3234,3234,143663,1006216,998400,-109223,-83897,52737,79903,3040,12148,561786,90926,-109722,53954,81145,28473,96885,563787,392147,19883,412030,-684825,-7933,20142,531566,256611,829458,-151233,667975,523633,291941,16342,187809,36484,144633,100626,96,35330,52644,27536,70,470844,68229,2357,1.3109,1.1643,0.008991
2018-07-27,74.29,74.76,74.98,75.05,-0.03,0.11,-0.04,0.12,1.29,73.14,73.16,73.16,72.99,,,,,665.75,667.5,670,667.25,-6.5,15.26,15.08,15.03,14.86,88.66,88.53,88.37,88.13,26.12,,51699,57844.789,,3803,408740,22393,12429779,7.4,6.11,,112117,11321,,5185.41,50333,-304,-1052,,,,3090126,2355623,110,113,49624,82,43,9930,121,124,148,48,93,59554,68,34,36,57,45,20,458,44,53743,8647,45096,137464,137398,140632,140698,452563,-84737,3234,3234,143663,1006216,998400,-109223,-83897,52737,79903,3040,12148,561786,90926,-109722,53954,81145,28473,96885,563787,392147,19883,412030,-684825,-7933,20142,531566,256611,829458,-151233,667975,523633,291941,16342,187809,36484,144633,100626,96,35330,52644,27536,70,470844,68229,2343,1.3105,1.1657,0.009007
2018-07-30,74.97,75.55,75.75,75.81,-0.02,0.15,0.12,0.2,1.35,73.15,73.72,73.76,73.62,,,,,662.75,665.5,668.25,666.25,-5.75,14.73,14.58,14.59,14.49,88.46,88.34,88.18,87.97,26.12,,51699,57844.789,,3803,408740,22393,12429779,7.4,6.11,,112117,11321,,5185.41,50333,-304,-1052,,,,3090126,2355623,110,113,49624,82,43,9930,121,124,148,48,93,59554,68,34,36,57,45,20,458,44,53743,8647,45096,137464,137398,140632,140698,452563,-84737,3234,3234,143663,1006216,998400,-109223,-83897,52737,79903,3040,12148,561786,90926,-109722,53954,81145,28473,96885,563787,392147,19883,412030,-684825,-7933,20142,531566,256611,829458,-151233,667975,523633,291941,16342,187809,36484,144633,100626,96,35330,52644,27536,70,470844,68229,2358,1.3133,1.1706,0.009004
2018-07-31,74.25,74.21,74.39,74.43,0.01,0.18,0.01,0.18,2.07,73.15,72.36,72.34,72.14,,,,,654.25,657.25,660.25,658.25,-5,14.55,14.46,14.48,14.38,87.48,87.37,87.2,86.98,26.12,,51183,57844.789,,3803,408740,22393,11877188,7.4,6.11,,112117,10838,,3509.772,51140,1080,686,,,,2916713,2310543,105,109,59078,72,33,9163,113,116,144,45,79,68241,65,36,31,54,44,20,437,33,62777,8610,54167,143574,143511,146926,146989,451493,-85317,3415,3415,143813,1028991,1021049,-117525,-84480,55027,76623,3519,17864,569018,88786,-118078,56302,92217,38111,103181,571002,386764,21572,408336,-687023,-4362,20237,535217,262933,831224,-155593,660873,530855,298630,15012,193023,35249,144201,115100,97,35697,45981,28925,71,472729,69123,2349,1.3124,1.1691,0.008939
2018-01-08,72.39,72.67,72.76,72.74,0.2,0.15,0.19,0.14,1.8900000000000001,70.82,70.68,70.51,70.38,,,,,638,640.5,643.5,641.25,-7.5,14.36,14.38,14.33,14.32,85.22,85.03,84.81,84.59,26.12,,51183,57844.789,,3803,408740,22393,11877188,7.4,6.11,,112117,10838,,3509.772,51140,1080,686,,,,2916713,2310543,105,109,59078,72,33,9163,113,116,144,45,79,68241,65,36,31,54,44,20,437,33,62777,8610,54167,143574,143511,146926,146989,451493,-85317,3415,3415,143813,1028991,1021049,-117525,-84480,55027,76623,3519,17864,569018,88786,-118078,56302,92217,38111,103181,571002,386764,21572,408336,-687023,-4362,20237,535217,262933,831224,-155593,660873,530855,298630,15012,193023,35249,144201,115100,97,35697,45981,28925,71,472729,69123,2350,1.3127,1.166,0.008951
2018-02-08,73.45,73.68,73.74,73.69,0.21,0.17,0.2,0.17,1.71,72.2,71.96,71.7,71.49,,,,,645.75,647.75,650.25,648,-7.75,14.47,14.47,14.38,14.33,86.14,85.94,85.71,85.48,26.12,,51183,57844.789,,3803,408740,22393,11877188,7.4,6.11,,112117,10838,,3509.772,51140,1080,686,,,,2916713,2310543,105,109,59078,72,33,9163,113,116,144,45,79,68241,65,36,31,54,44,20,437,33,62777,8610,54167,143574,143511,146926,146989,451493,-85317,3415,3415,143813,1028991,1021049,-117525,-84480,55027,76623,3519,17864,569018,88786,-118078,56302,92217,38111,103181,571002,386764,21572,408336,-687023,-4362,20237,535217,262933,831224,-155593,660873,530855,298630,15012,193023,35249,144201,115100,97,35697,45981,28925,71,472729,69123,2372,1.3017,1.1585,0.008957
2018-03-08,73.21,73.53,73.63,73.62,0.24,0.2,0.21,0.2,1.75,71.89,71.75,71.55,71.37,,,,,650,652,654.25,651.75,-7.75,14.67,14.68,14.65,14.64,86.64,86.43,86.2,85.97,26.12,,51183,62165.191,,-1351,407389,21803,11877188,7.4,6.11,,112609,10838,,3509.772,51140,1080,686,,,,2916713,2310543,105,109,59078,72,33,9163,113,116,144,45,79,68241,65,36,31,54,44,20,437,33,62777,8610,54167,143574,143511,146926,146989,451493,-85317,3415,3415,143813,1028991,1021049,-117525,-84480,55027,76623,3519,17864,569018,88786,-118078,56302,92217,38111,103181,571002,386764,21572,408336,-687023,-4362,20237,535217,262933,831224,-155593,660873,530855,298630,15012,193023,35249,144201,115100,97,35697,45981,28925,71,472729,69123,2363,1.3001,1.1568,0.008988
2018-06-08,73.75,74.07,74.2,74.21,0.23,0.21,0.21,0.21,1.78,72.34,72.31,72.09,71.91,,,,,655.5,657.25,659.5,657,-7.75,15.09,15.09,15.06,15.01,87.42,87.19,86.95,86.71,26.12,,51183,62165.191,,-1351,407389,21803,11877188,7.4,6.11,,112609,10838,,3509.772,51140,1080,686,,,,2916713,2310543,105,109,59078,72,33,9163,113,116,144,45,79,68241,65,36,31,54,44,20,437,33,62777,8610,54167,143574,143511,146926,146989,451493,-85317,3415,3415,143813,1028991,1021049,-117525,-84480,55027,76623,3519,17864,569018,88786,-118078,56302,92217,38111,103181,571002,386764,21572,408336,-687023,-4362,20237,535217,262933,831224,-155593,660873,530855,298630,15012,193023,35249,144201,115100,97,35697,45981,28925,71,472729,69123,2364,1.2944,1.1554,0.008977
2018-07-08,74.65,74.99,75.16,75.21,0.17,0.15,0.21,0.21,1.8,72.91,73.06,72.86,72.69,,,,,658.75,660.75,663,660.75,-6.5,15.42,15.39,15.32,15.24,88.02,87.74,87.46,87.18,26.12,,51183,62165.191,,-1351,407389,21803,11877188,7.4,6.11,,112609,10838,,3509.772,51140,1080,686,,,,2912181,2288028,103,108,52775,77,36,11098,122,124,146,46,86,63873,63,36,31,54,44,20,445,35,58279,10490,47789,144130,144065,146856,146921,450268,-84639,2791,2791,147765,1005086,997180,-126415,-83615,62461,73482,3812,16730,576683,85304,-126982,63680,76452,28811,101369,578687,378587,22498,401085,-677578,-8118,19298,545641,261019,819304,-162262,664524,537523,295855,14429,199572,33727,141726,113421,94,34836,52027,26664,71,477453,70274,2343,1.2939,1.1599,0.008978
2018-08-08,72.28,72.64,72.84,72.92,0.23,0.19,0.21,0.21,1.6099999999999999,71.29,70.82,70.6,70.44,,,,,646.75,648.5,650.75,648.5,-6.25,15.42,15.38,15.31,15.23,86.49,86.2,85.92,85.63,26.12,,51183,62165.191,,-1351,407389,21803,11877188,7.4,6.11,,112609,10838,,3509.772,51140,1080,686,,,,2912181,2288028,103,108,52775,77,36,11098,122,124,146,46,86,63873,63,36,31,54,44,20,445,35,58279,10490,47789,144130,144065,146856,146921,450268,-84639,2791,2791,147765,1005086,997180,-126415,-83615,62461,73482,3812,16730,576683,85304,-126982,63680,76452,28811,101369,578687,378587,22498,401085,-677578,-8118,19298,545641,261019,819304,-162262,664524,537523,295855,14429,199572,33727,141726,113421,94,34836,52027,26664,71,477453,70274,2306,1.2882,1.161,0.009013
2018-09-08,72.07,72.39,72.57,72.64,0.25,0.21,0.21,0.21,1.58,71.14,70.57,70.33,70.16,,,,,647.25,648.25,649.75,647.5,-6.25,15.42,15.38,15.31,15.23,86.48,86.16,85.83,85.51,26.12,,51183,62165.191,,-1351,407389,21803,11877188,7.4,6.11,,112609,10838,,3509.772,51140,1080,686,,,,2912181,2288028,103,108,52775,77,36,11098,122,124,146,46,86,63873,63,36,31,54,44,20,445,35,58279,10490,47789,144130,144065,146856,146921,450268,-84639,2791,2791,147765,1005086,997180,-126415,-83615,62461,73482,3812,16730,576683,85304,-126982,63680,76452,28811,101369,578687,378587,22498,401085,-677578,-8118,19298,545641,261019,819304,-162262,664524,537523,295855,14429,199572,33727,141726,113421,94,34836,52027,26664,71,477453,70274,2308,1.2824,1.1527,0.009002
2018-10-08,72.81,73.11,73.26,73.32,0.27,0.22,0.28,0.22,1.6600000000000001,71.7,71.44,71.17,70.97,,,,,647.25,656.5,657.75,654.75,-4.75,15.84,15.72,15.56,15.4,87.55,87.18,86.81,86.44,26.12,,51183,56712.777,,6805,414194,23446,11877188,7.4,6.11,,115970,10838,,3509.772,51140,1080,686,,,,2912181,2288028,103,108,52775,77,36,11098,122,124,146,46,86,63873,63,36,31,54,44,20,445,35,58279,10490,47789,144130,144065,146856,146921,450268,-84639,2791,2791,147765,1005086,997180,-126415,-83615,62461,73482,3812,16730,576683,85304,-126982,63680,76452,28811,101369,578687,378587,22498,401085,-677578,-8118,19298,545641,261019,819304,-162262,664524,537523,295855,14429,199572,33727,141726,113421,94,34836,52027,26664,71,477453,70274,2310,1.2758,1.1413,0.009014
2018-08-13,72.61,72.92,73.07,73.12,0.29,0.22,0.28,0.22,1.73,71.52,71.23,70.94,70.73,,,,,655,656.25,653,649,-5.75,16.15,16.09,15.94,15.76,87.25,86.89,86.5,86.11,26.12,,51183,56712.777,,6805,414194,23446,11877188,7.4,6.11,,115970,10838,,3509.772,51140,1080,686,,,,2912181,2288028,103,108,52775,77,36,11098,122,124,146,46,86,63873,63,36,31,54,44,20,445,35,58279,10490,47789,144130,144065,146856,146921,450268,-84639,2791,2791,147765,1005086,997180,-126415,-83615,62461,73482,3812,16730,576683,85304,-126982,63680,76452,28811,101369,578687,378587,22498,401085,-677578,-8118,19298,545641,261019,819304,-162262,664524,537523,295855,14429,199572,33727,141726,113421,94,34836,52027,26664,71,477453,70274,2324,1.2771,1.141,0.009033
2018-08-14,72.46,72.78,72.93,72.99,0.3,0.23,0.31,0.25,1.63,71.4,71.06,70.78,70.57,,,,,654.75,656.25,653.25,649.5,-6,16.06,16.02,15.88,15.73,87.32,86.91,86.5,86.08,26.12,,51183,56712.777,,6805,414194,23446,11877188,7.4,6.11,,115970,10838,,3509.772,51140,1080,686,,,,2947373,2331228,101,108,52382,78,39,12320,120,122,141,45,88,64702,67,42,32,52,43,19,451,40,58874,11576,47298,149362,149313,152370,152419,464660,-91172,3057,3057,147739,1016612,1009111,-125508,-90143,63261,74527,3349,14090,590168,84478,-126063,64523,79985,25806,105262,592056,341396,21285,362681,-652280,-6379,15458,530271,267748,796877,-163834,675649,523892,299595,16892,198490,32350,144597,114443,93,31847,55066,24776,68,477867,68577,2330,1.2723,1.1344,0.008997
2018-08-15,70.76,71.1,71.26,71.33,0.3,0.22,0.31,0.25,1.63,70.52,69.39,69.12,68.91,,,,,636.75,638.5,636,632.5,-4.5,16.05,15.91,15.72,15.52,85.08,84.64,84.26,83.89,26.12,,51183,56712.777,,6805,414194,23446,11877188,7.4,6.11,,115970,10838,,3509.772,51140,1080,686,,,,2947373,2331228,101,108,52382,78,39,12320,120,122,141,45,88,64702,67,42,32,52,43,19,451,40,58874,11576,47298,149362,149313,152370,152419,464660,-91172,3057,3057,147739,1016612,1009111,-125508,-90143,63261,74527,3349,14090,590168,84478,-126063,64523,79985,25806,105262,592056,341396,21285,362681,-652280,-6379,15458,530271,267748,796877,-163834,675649,523892,299595,16892,198490,32350,144597,114443,93,31847,55066,24776,68,477867,68577,2309,1.2697,1.1345,0.00903
2018-08-16,71.43,71.75,71.88,71.93,0.29,0.23,0.31,0.25,1.6400000000000001,70.87,70.03,69.72,69.49,,,,,641.75,643.25,640.5,637.25,-4.25,16.02,15.85,15.66,15.45,85.77,85.35,84.97,84.58,26.12,,51183,56712.777,,6805,414194,23446,11877188,7.4,6.11,,115970,10838,,3509.772,51140,1080,686,,,,2947373,2331228,101,108,52382,78,39,12320,120,122,141,45,88,64702,67,42,32,52,43,19,451,40,58874,11576,47298,149362,149313,152370,152419,464660,-91172,3057,3057,147739,1016612,1009111,-125508,-90143,63261,74527,3349,14090,590168,84478,-126063,64523,79985,25806,105262,592056,341396,21285,362681,-652280,-6379,15458,530271,267748,796877,-163834,675649,523892,299595,16892,198490,32350,144597,114443,93,31847,55066,24776,68,477867,68577,2271,1.2716,1.1377,0.009018
