,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,PVMMDS12 Index,PVMMDS23 Index,PVMMD2M3 Index,PVMMD3M4 Index,PVMMDBSP Index,DKI1 Comdty,DKI2 Comdty,DKI3 Comdty,DKI4 Comdty,QSA1 Comdty,QSA2 Comdty,QSA3 Comdty,QSA4 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,PVMPGEW1 Index,PVMPGDM1 Index,PVMPGDM2 Index,PVMPGDM3 Index,PVMPGDM4 Index,PVMPSO1M Index,PVMPSO2M Index,PVMPSO3M Index,PVMPSO4M Index,CUCNST Index,CUAPST Index,SKOVCRST Index,DARATOTL Index,DOESCRLS Index,DOEASCRD Index,DOESCRUD Index,DOESCROK Index,JPIVCRUD Index,CNIGCRST Index,DSCNST Index,RUSDDWI Index,DOESDL15 Index,SKOVDIST Index,CHCM159 Index,DSS4ST Index,EUO6CS27 Index,ESTAGEEU Index,EUO6CH27 Index,CHCM156 Index,PLJI1067 Index,PLJI1023 Index,ICCBBOIN Index,ICFUBOIN Index,ICFUBMTL Index,ICCBBMTL Index,ICCBBNRS Index,ICFUBMTD Index,ICCBBMTS Index,ICCBBNRN Index,ICFUBPTL Index,ICCBBPTL Index,ICCBBPTS Index,ICFUBSTL Index,ICCBBMTD Index,ICCBBNRL Index,ICCBBOTD Index,ICCBBOTL Index,ICCBBOTS Index,ICCBBSTD Index,ICCBBSTL Index,ICCBBSTS Index,ICCBBTTR Index,ICFUBMTS Index,ICFUBNRL Index,ICFUBNRN Index,ICFUBNRS Index,ICCBAMMN Index,ICFUAMMN Index,ICFUAMML Index,ICCBAMML Index,ICFUAPML Index,ICCBAORN Index,ICFUAMMS Index,ICCBAMMS Index,ICFUASWL Index,ICCBAOIN Index,ICFUAOIN Index,ICFUAPMN Index,ICFUAORN Index,ICFUASWN Index,ICFUASWD Index,ICCBANRN Index,ICCBAORL Index,ICFUAPMS Index,ICFUASWS Index,ICCBAPMN Index,ICCBASWN Index,ICFUAMMD Index,ICCBANRL Index,ICCBAORS Index,ICCBAPMS Index,CFCDQMMN Index,CFCDQMMS Index,CFCDQMML Index,CFCDQSWN Index,CFCDQPMN Index,CFCDPMMN Index,CFCDQPMS Index,CFCDQORN Index,CFCDQSWS Index,CFCDPSWN Index,CFCDQMMD Index,CFCDQPML Index,CFCDQORL Index,CFCDPMMS Index,CFCDPPMS Index,CFCDPMML Index,CFCDQSWL Index,CFCDPPMN Index,CFCDQMTL Index,CFCDQORS Index,CFCDPORL Index,CFCDPORS Index,CFCDQPTS Index,CFCDQSWD Index,CFCDPMMD Index,OISTCRDE Index,GBPUSD Curncy,EURUSD Curncy,JPYUSD Curncy
2018-05-25,76.44,76.47,76.14,75.76,0.53,0.46,0.54,0.44,3.45,74.44,73.47,72.95,72.53,,,,,679.75,675.5,674,673.25,-7,16.4,16.56,16.72,16.84,89.97,89.59,89.31,89.06,26.12,,45558,65145.621,,-3620,434512,35544,12388202,-1.3,6.11,,102433,9230,,6027.42,51576,-1352,-1085,,,,3589407,2695794,117,120,63990,69,36,8113,123,126,155,49,80,72103,65,35,37,62,49,24,481,33,65851,7159,58692,215304,214947,216771,216989,388323,-159695,1824,1685,158357,1026077,1007066,-139096,-155339,73870,64084,5667,14712,527419,84487,-139039,77763,78553,30834,174407,533065,377520,39425,416945,-755436,43037,44396,572231,302821,935958,-164198,651379,615268,355669,20017,219922,64413,180522,75608,96,52848,68212,28369,75,447006,41703,2632,1.3309,1.1651,0.009141
2018-05-28,75.3,75.32,75,74.64,0.55,0.46,0.55,0.46,3.25,74.44,73.47,72.95,72.53,,,,,672,667.75,666.25,665.5,-6.25,16.31,16.46,16.65,16.79,88.94,88.54,88.27,88.02,26.12,,45558,65145.621,,-3620,434512,35544,12388202,-1.3,6.11,,102433,9230,,6027.42,51576,-1352,-1085,,,,3589407,2695794,117,120,63990,69,36,8113,123,126,155,49,80,72103,65,35,37,62,49,24,481,33,65851,7159,58692,215304,214947,216771,216989,388323,-159695,1824,1685,158357,1026077,1007066,-139096,-155339,73870,64084,5667,14712,527419,84487,-139039,77763,78553,30834,174407,533065,377520,39425,416945,-755436,43037,44396,572231,302821,935958,-164198,651379,615268,355669,20017,219922,64413,180522,75608,96,52848,68212,28369,75,447006,41703,2634,1.3311,1.1625,0.00914
2018-05-29,75.39,75.49,75.23,74.91,0.6,0.44,0.6,0.44,3.15,74.58,72.49,72.04,71.68,,,,,671.75,666.75,665.25,664.5,-6.25,16.31,16.46,16.65,16.79,88.84,88.44,88.14,87.86,26.12,,45558,65145.621,,-3620,434512,35544,12388202,-1.3,6.11,,102433,9230,,6027.42,51576,-1352,-1085,,,,3349042,2642061,109,110,66317,72,41,4829,118,121,153,50,79,71146,66,26,46,67,51,24,474,39,66343,3297,63046,210848,210526,212274,212433,438365,-160395,1748,1585,154330,1072358,1054330,-133813,-156084,69789,71408,9747,15145,572178,84541,-133859,73659,75133,29935,175540,577305,324235,50669,374904,-740728,35514,46745,556222,329913,917630,-166279,649174,591736,375689,18057,214264,64802,176902,85490,87,45776,61056,35808,75,438989,40135,2671,1.3249,1.154,0.009194
2018-05-30,77.5,77.72,77.4,77.02,0.6,0.42,0.61,0.42,3.3,74.43,75.16,74.48,74,,,,,684.75,679.75,678.25,677.5,-7,16.28,16.43,16.56,16.66,90.52,90.11,89.81,89.53,26.12,,45558,65145.621,,-3620,434512,35544,12388202,-1.3,6.11,,102433,9230,,6027.42,51576,-1352,-1085,,,,3349042,2642061,109,110,66317,72,41,4829,118,121,153,50,79,71146,66,26,46,67,51,24,474,39,66343,3297,63046,210848,210526,212274,212433,438365,-160395,1748,1585,154330,1072358,1054330,-133813,-156084,69789,71408,9747,15145,572178,84541,-133859,73659,75133,29935,175540,577305,324235,50669,374904,-740728,35514,46745,556222,329913,917630,-166279,649174,591736,375689,18057,214264,64802,176902,85490,87,45776,61056,35808,75,438989,40135,2639,1.3286,1.1665,0.009182
2018-05-31,77.59,77.56,77.25,76.9,0.6,0.42,0.61,0.42,3.86,74.41,74.79,74.19,73.78,,,,,685.5,681.75,680.75,680.5,-6.5,15.91,16.12,16.3,16.41,90.79,90.42,90.18,89.97,26.12,,44213,65145.621,,-3620,434512,35544,13095304,-1.3,6.11,,102433,10704,,5983.986,50333,-562,-1052,,,,3349042,2642061,109,110,66317,72,41,4829,118,121,153,50,79,71146,66,26,46,67,51,24,474,39,66343,3297,63046,210848,210526,212274,212433,438365,-160395,1748,1585,154330,1072358,1054330,-133813,-156084,69789,71408,9747,15145,572178,84541,-133859,73659,75133,29935,175540,577305,324235,50669,374904,-740728,35514,46745,556222,329913,917630,-166279,649174,591736,375689,18057,214264,64802,176902,85490,87,45776,61056,35808,75,438989,40135,2626,1.3298,1.1693,0.00919
2018-01-06,76.79,76.51,76.22,75.92,0.44,0.35,0.45,0.37,3.63,74.11,73.48,73.13,72.83,,,,,671.25,668,667.75,667.75,-8,15.47,15.74,15.96,16.19,91.28,91.12,90.96,90.8,26.12,,44213,62905.098,,2072,436584,34589,13095304,-1.3,6.11,,104661,10704,,5983.986,50333,-562,-1052,,,,3349042,2642061,109,110,66317,72,41,4829,118,121,153,50,79,71146,66,26,46,67,51,24,474,39,66343,3297,63046,210848,210526,212274,212433,438365,-160395,1748,1585,154330,1072358,1054330,-133813,-156084,69789,71408,9747,15145,572178,84541,-133859,73659,75133,29935,175540,577305,324235,50669,374904,-740728,35514,46745,556222,329913,917630,-166279,649174,591736,375689,18057,214264,64802,176902,85490,87,45776,61056,35808,75,438989,40135,2588,1.3346,1.1659,0.00913
2018-04-06,75.29,75.1,74.88,74.66,0.39,0.3,0.45,0.37,3.26,73.14,72.33,71.96,71.68,,,,,666,662.5,662,662.25,-7.25,15.38,15.63,15.81,16.01,87.92,87.74,87.57,87.38,26.12,,44213,62905.098,,2072,436584,34589,13095304,-1.3,6.11,,104661,10704,,5983.986,50333,-562,-1052,,,,3349042,2642061,109,110,66317,72,41,4829,118,121,153,50,79,71146,66,26,46,67,51,24,474,39,66343,3297,63046,210848,210526,212274,212433,438365,-160395,1748,1585,154330,1072358,1054330,-133813,-156084,69789,71408,9747,15145,572178,84541,-133859,73659,75133,29935,175540,577305,324235,50669,374904,-740728,35514,46745,556222,329913,917630,-166279,649174,591736,375689,18057,214264,64802,176902,85490,87,45776,61056,35808,75,438989,40135,2539,1.3313,1.1699,0.009106
2018-05-06,75.38,75.13,74.85,74.6,0.39,0.28,0.4,0.28,3.1,73.37,72.44,72.02,71.7,,,,,657.5,654.5,654.5,655,-7,15.23,15.43,15.52,15.65,86.95,86.77,86.63,86.46,26.12,,44213,62905.098,,2072,436584,34589,13095304,-1.3,6.11,,104661,10704,,5983.986,50333,-562,-1052,,,,3274568,2543525,113,117,52155,76,33,5491,116,120,149,51,83,57646,63,28,49,65,51,21,472,33,52294,4335,47959,196953,196873,200028,200108,474771,-154626,3155,3155,156852,1082317,1075518,-126193,-154083,76371,68138,7109,14038,600964,80481,-126861,77424,75265,31660,168664,603030,313450,49277,362727,-703139,18772,38690,551637,314735,883867,-167877,629443,570409,360136,20750,230200,59440,180728,71396,89,45401,73642,23985,74,453317,46259,2547,1.3393,1.1718,0.009108
2018-06-06,75.36,74.96,74.58,74.28,0.49,0.35,0.4,0.28,3.33,73.41,72.4,71.86,71.47,,,,,654.75,652.75,653.75,654.5,-6.5,14.94,15.26,15.46,15.7,86.8,86.66,86.53,86.37,26.12,,44213,62905.098,,2072,436584,34589,13095304,-1.3,6.11,,104661,10704,,5983.986,50333,-562,-1052,,,,3274568,2543525,113,117,52155,76,33,5491,116,120,149,51,83,57646,63,28,49,65,51,21,472,33,52294,4335,47959,196953,196873,200028,200108,474771,-154626,3155,3155,156852,1082317,1075518,-126193,-154083,76371,68138,7109,14038,600964,80481,-126861,77424,75265,31660,168664,603030,313450,49277,362727,-703139,18772,38690,551637,314735,883867,-167877,629443,570409,360136,20750,230200,59440,180728,71396,89,45401,73642,23985,74,453317,46259,2546,1.3413,1.1774,0.009076
2018-07-06,77.32,76.98,76.6,76.28,0.53,0.4,0.53,0.38,3.5,74.87,74.45,73.94,73.54,,,,,668.25,666.25,666.75,667.5,-6.75,14.47,14.85,15.1,15.39,88.56,88.43,88.3,88.14,26.12,,44213,62905.098,,2072,436584,34589,13095304,-1.3,6.11,,104661,10704,,5983.986,50333,-562,-1052,,,,3274568,2543525,113,117,52155,76,33,5491,116,120,149,51,83,57646,63,28,49,65,51,21,472,33,52294,4335,47959,196953,196873,200028,200108,474771,-154626,3155,3155,156852,1082317,1075518,-126193,-154083,76371,68138,7109,14038,600964,80481,-126861,77424,75265,31660,168664,603030,313450,49277,362727,-703139,18772,38690,551637,314735,883867,-167877,629443,570409,360136,20750,230200,59440,180728,71396,89,45401,73642,23985,74,453317,46259,2552,1.3423,1.18,0.009116
2018-08-06,76.46,76.19,75.86,75.58,0.52,0.35,0.52,0.37,3.31,74.29,73.65,73.16,72.82,,,,,671.5,667.5,668,668.25,-6.75,14.73,15.1,15.34,15.6,88.67,88.52,88.38,88.19,26.12,,44213,63583.152,,-4143,432441,33902,13095304,-1.3,6.11,,102333,10704,,5983.986,50333,-562,-1052,,,,3274568,2543525,113,117,52155,76,33,5491,116,120,149,51,83,57646,63,28,49,65,51,21,472,33,52294,4335,47959,196953,196873,200028,200108,474771,-154626,3155,3155,156852,1082317,1075518,-126193,-154083,76371,68138,7109,14038,600964,80481,-126861,77424,75265,31660,168664,603030,313450,49277,362727,-703139,18772,38690,551637,314735,883867,-167877,629443,570409,360136,20750,230200,59440,180728,71396,89,45401,73642,23985,74,453317,46259,2521,1.3405,1.1769,0.009129
2018-11-06,76.46,76.19,75.82,75.53,0.52,0.36,0.52,0.37,3.2800000000000002,74.36,73.71,73.17,72.8,,,,,671.5,665.5,666,666.5,-7.25,14.75,15.12,15.34,15.59,88.42,88.27,88.13,87.98,26.12,,44213,63583.152,,-4143,432441,33902,13095304,-1.3,6.11,,102333,10704,,5983.986,50333,-562,-1052,,,,3274568,2543525,113,117,52155,76,33,5491,116,120,149,51,83,57646,63,28,49,65,51,21,472,33,52294,4335,47959,196953,196873,200028,200108,474771,-154626,3155,3155,156852,1082317,1075518,-126193,-154083,76371,68138,7109,14038,600964,80481,-126861,77424,75265,31660,168664,603030,313450,49277,362727,-703139,18772,38690,551637,314735,883867,-167877,629443,570409,360136,20750,230200,59440,180728,71396,89,45401,73642,23985,74,453317,46259,2522,1.3378999999999999,1.1784,0.009088
2018-12-06,75.88,75.65,75.3,75.03,0.55,0.37,0.53,0.37,3.33,73.96,73.07,72.58,72.24,,,,,671.5,667.25,667,667.25,-7.25,14.75,15.14,15.39,15.69,88.59,88.41,88.27,88.09,26.12,,44213,63583.152,,-4143,432441,33902,13095304,-1.3,6.11,,102333,10704,,5983.986,50333,-562,-1052,,,,3308780,2561638,121,122,55529,74,37,2511,121,125,156,48,85,58040,62,30,45,59,46,21,476,35,52960,2208,50752,186780,186697,189922,190005,462927,-153942,3225,3225,157036,1058308,1050599,-126902,-153146,84682,65240,8771,12489,589829,72354,-127445,85836,69633,31075,166431,591960,315063,51415,366478,-693783,8631,34959,576278,320530,870699,-162761,626163,584909,359193,21686,218261,56645,176916,84066,89,38663,69138,33659,74,450257,56423,2524,1.3372,1.1745,0.00906
2018-06-13,76.74,76.48,76.1,75.83,0.49,0.36,0.53,0.37,3.34,74.46,73.92,73.43,73.07,,,,,666,666,666.5,667,-7,14.79,15.14,15.4,15.67,88.39,88.26,88.17,88,26.12,,44213,63583.152,,-4143,432441,33902,13095304,-1.3,6.11,,102333,10704,,5983.986,50333,-562,-1052,,,,3308780,2561638,121,122,55529,74,37,2511,121,125,156,48,85,58040,62,30,45,59,46,21,476,35,52960,2208,50752,186780,186697,189922,190005,462927,-153942,3225,3225,157036,1058308,1050599,-126902,-153146,84682,65240,8771,12489,589829,72354,-127445,85836,69633,31075,166431,591960,315063,51415,366478,-693783,8631,34959,576278,320530,870699,-162761,626163,584909,359193,21686,218261,56645,176916,84066,89,38663,69138,33659,74,450257,56423,2539,1.3376000000000001,1.1791,0.009063
2018-06-14,75.94,75.62,75.2,74.9,0.46,0.36,0.45,0.36,3.52,73.93,72.98,72.51,72.12,,,,,660.75,661,662.25,663.25,-7.75,14.75,15.13,15.43,15.69,87.65,87.6,87.56,87.45,26.12,,44213,63583.152,,-4143,432441,33902,13095304,-1.3,6.11,,102333,10704,,5983.986,50333,-562,-1052,,,,3308780,2561638,121,122,55529,74,37,2511,121,125,156,48,85,58040,62,30,45,59,46,21,476,35,52960,2208,50752,186780,186697,189922,190005,462927,-153942,3225,3225,157036,1058308,1050599,-126902,-153146,84682,65240,8771,12489,589829,72354,-127445,85836,69633,31075,166431,591960,315063,51415,366478,-693783,8631,34959,576278,320530,870699,-162761,626163,584909,359193,21686,218261,56645,176916,84066,89,38663,69138,33659,74,450257,56423,2548,1.3262,1.1568,0.009039
2018-06-15,73.44,73.08,72.66,72.38,0.46,0.37,0.45,0.36,3.4699999999999998,72.78,70.52,69.99,69.61,,,,,640.75,640.75,642,643.25,-7.75,14.75,15.13,15.43,15.69,85.03,84.97,84.93,84.82,26.12,,44213,62276.918,,-5914,426527,32606,13095304,-1.3,6.11,,104657,10704,,5983.986,50333,-562,-1052,,,,3308780,2561638,121,122,55529,74,37,2511,121,125,156,48,85,58040,62,30,45,59,46,21,476,35,52960,2208,50752,186780,186697,189922,190005,462927,-153942,3225,3225,157036,1058308,1050599,-126902,-153146,84682,65240,8771,12489,589829,72354,-127445,85836,69633,31075,166431,591960,315063,51415,366478,-693783,8631,34959,576278,320530,870699,-162761,626163,584909,359193,21686,218261,56645,176916,84066,89,38663,69138,33659,74,450257,56423,2536,1.3277999999999999,1.161,0.009037
2018-06-18,75.34,74.94,74.52,74.21,0.44,0.33,0.45,0.36,3.62,73.49,72.28,71.83,71.45,,,,,648,648.5,649.5,650.5,-7.75,14.5,14.9,15.21,15.5,85.99,85.93,85.89,85.77,26.12,,44213,62276.918,,-5914,426527,32606,13095304,-1.3,6.11,,104657,10704,,5983.986,50333,-562,-1052,,,,3308780,2561638,121,122,55529,74,37,2511,121,125,156,48,85,58040,62,30,45,59,46,21,476,35,52960,2208,50752,186780,186697,189922,190005,462927,-153942,3225,3225,157036,1058308,1050599,-126902,-153146,84682,65240,8771,12489,589829,72354,-127445,85836,69633,31075,166431,591960,315063,51415,366478,-693783,8631,34959,576278,320530,870699,-162761,626163,584909,359193,21686,218261,56645,176916,84066,89,38663,69138,33659,74,450257,56423,2509,1.3245,1.1623,0.009046
2018-06-19,75.08,74.64,74.16,73.83,0.41,0.34,0.41,0.36,3.81,73.18,71.66,71.23,70.87,,,,,647.75,648,649.25,650.5,-7.75,14.62,14.97,15.28,15.58,85.94,85.87,85.84,85.73,26.12,,44213,62276.918,,-5914,426527,32606,13095304,-1.3,6.11,,104657,10704,,5983.986,50333,-562,-1052,,,,3267433,2516942,121,122,53474,73,38,-4,120,122,151,50,85,53470,70,30,51,59,48,19,478,33,48761,-615,49376,176160,176089,179735,179806,493928,-103714,3646,3646,136306,1064215,1056660,-106809,-102911,29405,77821,4370,12886,600737,106901,-107389,30573,75565,29058,116600,602834,313867,50329,364196,-674789,2755,26812,530873,313977,836714,-158702,615957,533628,345721,22749,192769,49561,161925,106048,93,31744,55174,33807,69,458240,59807,2458,1.3174000000000001,1.159,0.009086
2018-06-20,74.74,74.33,73.89,73.56,0.43,0.36,0.44,0.36,3.7800000000000002,73.02,71.29,70.94,70.61,,,,,647.25,648.25,649.75,651,-7.5,14.49,14.82,15.14,15.45,86.01,85.92,85.9,85.82,26.12,,44213,62276.918,,-5914,426527,32606,13095304,-1.3,6.11,,104657,10704,,5983.986,50333,-562,-1052,,,,3267433,2516942,121,122,53474,73,38,-4,120,122,151,50,85,53470,70,30,51,59,48,19,478,33,48761,-615,49376,176160,176089,179735,179806,493928,-103714,3646,3646,136306,1064215,1056660,-106809,-102911,29405,77821,4370,12886,600737,106901,-107389,30573,75565,29058,116600,602834,313867,50329,364196,-674789,2755,26812,530873,313977,836714,-158702,615957,533628,345721,22749,192769,49561,161925,106048,93,31744,55174,33807,69,458240,59807,2467,1.3172,1.1572,0.009062
2018-06-21,73.05,72.8,72.42,72.15,0.42,0.35,0.44,0.36,3.56,72.62,70,69.6,69.3,,,,,634.5,635.5,637.25,638.75,-7,14.08,14.41,14.73,15.07,84.35,84.28,84.26,84.21,26.12,,44213,62276.918,,-5914,426527,32606,13095304,-1.3,6.11,,104657,10704,,5983.986,50333,-562,-1052,,,,3267433,2516942,121,122,53474,73,38,-4,120,122,151,50,85,53470,70,30,51,59,48,19,478,33,48761,-615,49376,176160,176089,179735,179806,493928,-103714,3646,3646,136306,1064215,1056660,-106809,-102911,29405,77821,4370,12886,600737,106901,-107389,30573,75565,29058,116600,602834,313867,50329,364196,-674789,2755,26812,530873,313977,836714,-158702,615957,533628,345721,22749,192769,49561,161925,106048,93,31744,55174,33807,69,458240,59807,2459,1.324,1.1604,0.009093
2018-06-22,75.55,75.32,74.94,74.63,0.45,0.38,0.44,0.37,3.4699999999999998,73.29,72.46,72.03,71.66,,,,,645.5,646.25,647.5,648.75,-7,13.98,14.36,14.71,15.05,85.81,85.69,85.65,85.57,26.12,,44213,63673.77,,-9891,416636,29893,13095304,-1.3,6.11,,104928,10704,,5983.986,50333,-562,-1052,,,,3267433,2516942,121,122,53474,73,38,-4,120,122,151,50,85,53470,70,30,51,59,48,19,478,33,48761,-615,49376,176160,176089,179735,179806,493928,-103714,3646,3646,136306,1064215,1056660,-106809,-102911,29405,77821,4370,12886,600737,106901,-107389,30573,75565,29058,116600,602834,313867,50329,364196,-674789,2755,26812,530873,313977,836714,-158702,615957,533628,345721,22749,192769,49561,161925,106048,93,31744,55174,33807,69,458240,59807,2420,1.3261,1.1651,0.009093
2018-06-25,74.73,74.55,74.22,73.94,0.42,0.34,0.44,0.37,3.23,73.14,71.78,71.34,70.96,,,,,642.5,643.5,645,646.5,-8.5,13.81,14.25,14.65,14.97,85.23,85.25,85.3,85.26,26.12,,44213,63673.77,,-9891,416636,29893,13095304,-1.3,6.11,,104928,10704,,5983.986,50333,-562,-1052,,,,3267433,2516942,121,122,53474,73,38,-4,120,122,151,50,85,53470,70,30,51,59,48,19,478,33,48761,-615,49376,176160,176089,179735,179806,493928,-103714,3646,3646,136306,1064215,1056660,-106809,-102911,29405,77821,4370,12886,600737,106901,-107389,30573,75565,29058,116600,602834,313867,50329,364196,-674789,2755,26812,530873,313977,836714,-158702,615957,533628,345721,22749,192769,49561,161925,106048,93,31744,55174,33807,69,458240,59807,2403,1.3281,1.1703999999999999,0.00911
2018-06-26,76.31,76.14,75.83,75.56,0.44,0.36,0.44,0.37,3.21,73.44,73.49,73.07,72.71,,,,,643.75,645,646.75,648.5,-9.25,13.18,13.74,14.28,14.73,85.34,85.46,85.6,85.62,26.12,,44213,63673.77,,-9891,416636,29893,13095304,-1.3,6.11,,104928,10704,,5983.986,50333,-562,-1052,,,,3085266,2410178,120,118,48892,75,43,8507,121,123,143,48,84,57399,65,27,45,60,47,21,468,39,53212,7332,45880,155721,155660,160678,160739,521120,-101996,5018,5018,139668,1087303,1079925,-97109,-101154,35565,77224,7208,11468,618229,104103,-97629,36696,85192,31262,113464,620224,390795,19965,410760,-691093,-7702,24959,531595,279604,848457,-157299,646986,523893,324386,21407,200165,46366,157364,106350,97,44782,56541,33982,72,487089,61459,2424,1.3225,1.1648,0.009088
2018-06-27,77.62,77.46,77.17,76.9,0.47,0.41,0.45,0.4,3.2800000000000002,73.58,74.88,74.46,74.09,,,,,666,667,668.75,670.25,-9,13.01,13.57,14.12,14.61,88.19,88.31,88.44,88.46,26.12,,44213,63673.77,,-9891,416636,29893,13095304,-1.3,6.11,,104928,10704,,5983.986,50333,-562,-1052,,,,3085266,2410178,120,118,48892,75,43,8507,121,123,143,48,84,57399,65,27,45,60,47,21,468,39,53212,7332,45880,155721,155660,160678,160739,521120,-101996,5018,5018,139668,1087303,1079925,-97109,-101154,35565,77224,7208,11468,618229,104103,-97629,36696,85192,31262,113464,620224,390795,19965,410760,-691093,-7702,24959,531595,279604,848457,-157299,646986,523893,324386,21407,200165,46366,157364,106350,97,44782,56541,33982,72,487089,61459,2468,1.3113000000000001,1.1554,0.00907
2018-06-28,77.85,77.61,77.33,77.05,0.42,0.39,0.44,0.37,3.22,73.57,74.98,74.54,74.15,,,,,665.25,666.25,668,669.75,-10,13.36,13.94,14.48,14.95,88.05,88.19,88.32,88.34,26.12,,44213,63673.77,,-9891,416636,29893,13095304,-1.3,6.11,,104928,10704,,5983.986,50333,-562,-1052,,,,3085266,2410178,120,118,48892,75,43,8507,121,123,143,48,84,57399,65,27,45,60,47,21,468,39,53212,7332,45880,155721,155660,160678,160739,521120,-101996,5018,5018,139668,1087303,1079925,-97109,-101154,35565,77224,7208,11468,618229,104103,-97629,36696,85192,31262,113464,620224,390795,19965,410760,-691093,-7702,24959,531595,279604,848457,-157299,646986,523893,324386,21407,200165,46366,157364,106350,97,44782,56541,33982,72,487089,61459,2479,1.3078,1.1569,0.009051
2018-06-29,79.44,79.23,78.86,78.53,0.4,0.37,0.44,0.37,3.57,73.57,76.41,76,75.63,,,,,675.75,676.75,678.75,680.25,-10.5,13,13.57,14.09,14.56,89.36,89.52,89.68,89.69,26.12,,44213,62442.152,,1245,417881,27780,13095304,-1.3,6.11,,104786,10704,,5983.986,50333,-562,-1052,,,,3085266,2410178,120,118,48892,75,43,8507,121,123,143,48,84,57399,65,27,45,60,47,21,468,39,53212,7332,45880,155721,155660,160678,160739,521120,-101996,5018,5018,139668,1087303,1079925,-97109,-101154,35565,77224,7208,11468,618229,104103,-97629,36696,85192,31262,113464,620224,390795,19965,410760,-691093,-7702,24959,531595,279604,848457,-157299,646986,523893,324386,21407,200165,46366,157364,106350,97,44782,56541,33982,72,487089,61459,2491,1.3207,1.1684,0.009034
2018-02-07,77.3,76.98,76.69,76.35,0.33,0.46,0.36,0.46,3.63,74.33,74.02,73.73,73.34,,,,,663.5,664.5,666.5,668.25,-11.25,13.51,14.06,14.55,14.78,87.85,88.06,88.1,87.92,26.12,,51699,62442.152,,1245,417881,27780,12429779,7.4,6.11,,104786,11321,,5185.41,50333,-304,-1052,,,,3085266,2410178,120,118,48892,75,43,8507,121,123,143,48,84,57399,65,27,45,60,47,21,468,39,53212,7332,45880,155721,155660,160678,160739,521120,-101996,5018,5018,139668,1087303,1079925,-97109,-101154,35565,77224,7208,11468,618229,104103,-97629,36696,85192,31262,113464,620224,390795,19965,410760,-691093,-7702,24959,531595,279604,848457,-157299,646986,523893,324386,21407,200165,46366,157364,106350,97,44782,56541,33982,72,487089,61459,2478,1.3143,1.1639,0.009017
2018-03-07,77.76,77.41,77.09,76.73,0.34,0.45,0.36,0.46,3.67,74.87,74.46,74.11,73.65,,,,,656.25,657.25,659.25,661.25,-10.5,13.46,13.99,14.49,14.7,87.08,87.24,87.27,87.08,26.12,,51699,62442.152,,1245,417881,27780,12429779,7.4,6.11,,104786,11321,,5185.41,50333,-304,-1052,,,,3137944,2406887,121,121,50820,78,33,11309,110,114,144,46,87,62129,63,25,44,56,44,22,459,28,55824,10799,45025,151195,151117,154868,154946,532496,-100393,3751,3751,136345,1108692,1100765,-96318,-99571,37807,75683,7100,11440,628814,98538,-96896,38994,101571,33051,111833,631015,434189,17387,451576,-703864,-22543,22681,547977,268167,856998,-160671,700110,525434,319774,21065,190059,43746,153134,114213,103,51607,51958,32903,76,493642,64166,2467,1.3193,1.1658,0.009042
2018-04-07,78.24,77.89,77.57,77.2,0.32,0.42,0.36,0.46,3.76,74.87,74.46,74.11,73.65,,,,,666.5,667.25,669.25,671,-9.25,13.93,14.42,14.84,15.07,88.49,88.64,88.62,88.41,26.12,,51699,62442.152,,1245,417881,27780,12429779,7.4,6.11,,104786,11321,,5185.41,50333,-304,-1052,,,,3137944,2406887,121,121,50820,78,33,11309,110,114,144,46,87,62129,63,25,44,56,44,22,459,28,55824,10799,45025,151195,151117,154868,154946,532496,-100393,3751,3751,136345,1108692,1100765,-96318,-99571,37807,75683,7100,11440,628814,98538,-96896,38994,101571,33051,111833,631015,434189,17387,451576,-703864,-22543,22681,547977,268167,856998,-160671,700110,525434,319774,21065,190059,43746,153134,114213,103,51607,51958,32903,76,493642,64166,2468,1.323,1.1657,0.00905
2018-05-07,77.39,77.1,76.83,76.54,0.22,0.29,0.36,0.46,3.87,74.52,73.9,73.64,73.32,,,,,671,671.5,673.25,675,-8.5,14.45,14.77,15.09,15.27,89.14,89.22,89.17,88.96,26.12,,51699,62442.152,,1245,417881,27780,12429779,7.4,6.11,,104786,11321,,5185.41,50333,-304,-1052,,,,3137944,2406887,121,121,50820,78,33,11309,110,114,144,46,87,62129,63,25,44,56,44,22,459,28,55824,10799,45025,151195,151117,154868,154946,532496,-100393,3751,3751,136345,1108692,1100765,-96318,-99571,37807,75683,7100,11440,628814,98538,-96896,38994,101571,33051,111833,631015,434189,17387,451576,-703864,-22543,22681,547977,268167,856998,-160671,700110,525434,319774,21065,190059,43746,153134,114213,103,51607,51958,32903,76,493642,64166,2464,1.3222,1.1691,0.009037
